,name,nb_reviews,location,rating,header,content,date,responded,response_date,response,company
78,aya manalac,1,NL,5,Fast delivery and good serviceHighly…,Fast delivery and good serviceHighly recommended. 👌,2021-03-02 22:14:13+00:00,0,,-,coolblue.nl
79,Anita,1,NL,5,I really loved the products purchased by CoolBlue,"I really loved the products purchased from Coolblue. the services are pretty good and support people are so helpful in resolving the query. the products got delivered next day itself. I love the experience of shopping with CoolBlue.
Thank you so much, wonderful experience of shopping with CoolBlue.
Stay Blessed and keep making us Happy.
Regards, Anita",2021-03-02 14:16:41+00:00,0,,-,coolblue.nl
80,Zuzana,3,BE,5,Good service,Just a good experience. I fully recommend Coolblue.,2021-03-02 14:12:26+00:00,0,,-,coolblue.nl
81,Noor Noor,1,NL,5,Super service,Super service,2021-03-02 10:42:24+00:00,0,,-,coolblue.nl
82,Dmitry Bachin,3,NL,5,Best customer service ever,"Best customer service and reparation service ever.
I had experience as an individual and the company which I work for also bought computers from them. 
Any problems, the equipment can be sent back and changed or repaired. Their prices sometimes a bit higher than in other places, but if you buy something expensive - it is totally worth it. The whole warranty period you can send it back and they fix it for free (if it is under a warraty of course). 
My experience reparation was with the working laptop (belongs to my employer) and headphones (my own).",2021-03-02 10:19:49+00:00,0,,-,coolblue.nl
83,Maggie,1,NL,5,Excellent Service,Excellent Service,2021-03-01 20:35:16+00:00,0,,-,coolblue.nl
84,Josiane Pizzetti,3,NL,5,Easy to use website,"Easy to use website, fast and friendly delivery.",2021-03-01 15:05:40+00:00,0,,-,coolblue.nl
85,Charl Oosthuizen,1,NL,5,fantastic quick delivery,fantastic quick delivery,2021-03-01 13:10:23+00:00,0,,-,coolblue.nl
86,Nicholas Lefebvre,2,NL,5,Very competitive!,"Great product range, and delivery time!",2021-03-01 11:54:38+00:00,0,,-,coolblue.nl
87,Nic Vondracek,1,NL,5,Samsung s20 FE urgent phone replacement,"Phone died in the morning, browsed a few reviews and had an order for a new phone by 5pm. Delivered before the end of the next day, as promised! Very satisfied with the Samsung s20 FE in red. The best features of the S20 without the high price tag.",2021-02-28 16:33:37+00:00,0,,-,coolblue.nl
88,Akhil Prakash,2,NL,5,Nice product,Nice product,2021-02-28 14:11:52+00:00,0,,-,coolblue.nl
89,Hayley Dawn Prater Wright,1,US,5,Great service,"Great service. Ordered a Samsung J5 prime phone for myself and get it so fast. It's brand new look makes me so happy. Genuine product as expected, never sell duplicate one. Thank you.",2021-02-28 13:00:50+00:00,0,,-,coolblue.nl
90,Freek Jong,1,NL,5,Super service,Super service,2021-02-27 12:38:10+00:00,0,,-,coolblue.nl
91,Mary,1,NL,5,Fast delivery and the product was well…,Fast delivery and the product was well packed.,2021-02-26 06:41:56+00:00,0,,-,coolblue.nl
92,Harsh Dev Chaudhary,2,DE,5,By far the best customer treatment I…,By far the best customer treatment I have received in a long time. I know where to buy next time.,2021-02-25 16:38:22+00:00,0,,-,coolblue.nl
93,Kelsey Bell,1,US,5,Unique Phones,Unique Phones ! Exclusive also. I ordered An Iphone 12 Pro Max and get the phone within only two hours. It's really impressive. the phone was brand new with reasonable price. Like the service. Thank you. Will surely call again if need to buy any kind of phones.,2021-02-23 14:40:43+00:00,0,,-,coolblue.nl
94,gya kang,1,NL,5,Great,Great! Got on time and nice packing!,2021-02-23 14:40:00+00:00,0,,-,coolblue.nl
95,David Garden,1,NL,5,Came next day as advertised,Came next day as advertised,2021-02-22 14:10:07+00:00,0,,-,coolblue.nl
96,Rui Carneiro,2,NL,5,Everything according schedule.,"Everything according schedule.
Very good.",2021-02-22 06:39:55+00:00,0,,-,coolblue.nl
97,Henk Capel,9,NL,5,Op alle facetten top,Op alle facetten top,2021-02-21 17:24:11+00:00,0,,-,coolblue.nl
98,Davide Orazio Scalia,1,NL,5,Very well organized,"Very well organized, many offers, fast and ease to buy from the website, very fast delivery",2021-02-19 06:23:01+00:00,0,,-,coolblue.nl
99,Mike Crosland,1,NL,5,Coolblue’s customer service is second…,"Coolblue’s customer service is second to none, both in the stores and online. They actively promote energy efficiency, and their delivery service by environmentally friend bike is excellent.",2021-02-18 11:41:10+00:00,0,,-,coolblue.nl
0,Bettina  Barath,16,NL,5,One of the best customer service…,"One of the best customer service experience I ever had!  With my last order, I tested customer service very much for sure. :) #1 One of the pillows had a faulty zip, but otherwise I liked it. So, I started the return process. Just one call to customer service and a replacement was immediately on its way to me and an appointment was set for their pickup of the faulty zip one. #2 The pickup went really well, I did not even notice that they came slightly later than announced - I only know they were, because they sent me a vocuher for the inconvenience! Top! #3 DHL messed up the delivery of the replacement pillow; they apparently took it to a ""neighbour"" and wrote a non-existing address for it, so no way for me to find where they took it. I called customer service, and a (2nd) replacement pillow was immediately on its way. Luckily, I did receive this one, zip works, pillow looks great too. #4 I simply didn't like the color of another pillow in the order, no problem, only had to hand it over at the nearest DHL, for free, and will be reimbursed soon. No fiddling with printing labels or any of the sort. Also pretty nice!",2021-03-31 12:18:30+00:00,1,2021-03-31 18:54:50.233000+00:00,"Thanks a lot for your positive review! That makes our day ;-)Best regards,Webcareteam WEhkamp",wehkamp.nl
1,Noa Kazanji,6,NL,5,"Excellent customer service,","Excellent customer service,

refunded in no time, and just a smooth a great experience!",2021-02-12 09:15:10+00:00,1,2021-02-12 13:15:17.967000+00:00,"Good Afternoon,Thank you for the kind words and have a great shopping experience again for the next time.With kind regards, Webcareteam Wehkamp",wehkamp.nl
2,Yiannis Constantinides,1,NL,1,This website is trash,This website is trash! Does not let me open a new account. I ve tried in 3 different browsers and 3 different platforms. The bugs and glitches in this page make it the exact opposite of user friendly. Would not recommend for anyone!,2021-01-31 13:53:28+00:00,1,2021-01-31 15:17:11.274000+00:00,"Good morning,Would you like to send an email to socialmedia@wehkamp.nl with your mailadress, date of birth, house adress and a link to this complaint? We will process the complaint as soon as possible.Sincerely,Webcare team Wehkamp",wehkamp.nl
3,Xuân Trang Nguyễn,1,NL,5,Great customer service,Bought from Wehkamp twice and was more than happy with the customer service. Do not know why you have such a low rating 🤔 but keep up the good work customer service team 👍,2021-01-31 05:17:41+00:00,1,2021-01-31 07:37:19.972000+00:00,"Good morning, Thankyou so much  for your compliment, we really appreciate it! Kind Regards,Webcareteam Wehkamp",wehkamp.nl
4,Mark Bakker,2,NL,5,Thank you Wehkamp.nl for the great…,Thank you Wehkamp.nl for the great service and delivering me a PS5 within less 72 hours. Very friendly on the phone and transparent delivery.,2021-01-07 13:43:48+00:00,1,2021-01-07 15:06:28.667000+00:00,"Good afternoon Mark,Thank you very much for your positive review! We are very happy about that!We hope you enjoy your PS5 :)Sincerely,Webcare team wehkamp",wehkamp.nl
5,adam,27,NL,3,Very poor customer service,"Very poor customer service.  For 6 weeks, they did not respond to the application.  The matter is still not clarified.  They do not stand out from the competition, the relative prices, only the installment purchase option gives this company some advantages.  It's hard to recommend honestly, but it's also not bad.",2021-01-06 09:21:52+00:00,1,2021-01-06 11:29:00.169000+00:00,"Good afternoon,I am sorry to hear you have difficulty reaching our Customer Service. We would like to look into your matter right away.  Would you please send us your customer number or e-mail address and date of birth and in an email + short description of your complaint to; socialmedia@wehkamp.nl?We're looking forward to your e-mail.Sincerely,webcare team Wehkamp",wehkamp.nl
6,Maxime Lechner,1,NL,1,Horrible experience with Wehkamp,"Horrible experience with Wehkamp. Had an incorrect side of a closet delivered, and after a month waiting the correct side is still not delivered to me. I am contacting customer service every week now who blame it on DHL, but in the meantime ordered something else with a gift card and that got delivered normally. Every time I’m calling I’m waiting for about 30 minutes and wehkamp fails to correctly tell me when the correct side will be delivered every time. I sent in a complaint but they never got back to me on that.

I will never order something here again. Horrible customer service - they told me to get rid of the closet side myself and I had to ask for something of a compensation. Meanwhile I’m still living out of boxes because I don’t have a close yet.",2021-01-03 13:09:57+00:00,1,2021-01-03 13:51:46.434000+00:00,"Good afternoon,I am happy to process your complaint.  Would you like to send us your customer number or e-mail address and date of birth and in an email + short description of your complaint to socialmedia@wehkamp.nl?We're looking forward to your e-mail.Sincerely,webcare team Wehkamp",wehkamp.nl
7,Frank Damiano,2,NL,1,Bad experience overall,"Bad experience overall, the system allows you to order goods with the option of paying later (after receiving the product). The customer service called me to verify my order and questioned me extensively about my identity and personal data and at the end they deemed that the order was not real and cancelled it. I told them that they should then not offer the “pay later” option but ask payment right away. The employee was unprofessional and rude and at the end of the call she hung up on me. I called back to ask explanation and after 20 minutes waiting I was attended by someone that didn’t even speak english. 
Waited the whole day for the delivery of the product which obviously did not arrive, i called the customer service again and after 45 minutes wait I was told that the rude employee had originally blocked and cancelled my order. So I paid for a product and while the system mentioned that the product was coming it actually never left the shop.

Never had such a miserable experience in the Netherlands. Never again Wehkamp. This company fully deserves to go bust.

Addendum: In the end I got my money back, but had to call multiple times and wait 15 days or so.",2020-12-22 19:43:06+00:00,1,2020-12-22 20:13:56.878000+00:00,"Response to your revised reviewGood morningWe are very sorry that you did not have a good experience with us. Because I do not have your personal information, I would like to ask you if you have not yet submitted your information to socialmedia@wehkamp.nl, to do so. You can then respond to the response you receive from us. We can only handle your complaint in this way.Sincerely,Webcareteam Wehkamp*************************************************************************************************************Good evening,I will handle your complaint.  Would you like to email your customer number, date of birth and link or description of your complaint to socialmedia@wehkamp.nl?Then we will process your complaint as soon as possible.Sincerely,Webcareteam Wehkamp",wehkamp.nl
8,Dutch Freddie,2,NL,3,Incorrect delivery resolved,"I ordered some leggings as a Christmas present for my wife. The completely wrong item was delivered. Customer service put it right and it's OK now - mistakes happen and they must be busy at this time of year! However, I was inconvenienced by their mistake......",2020-12-17 19:18:36+00:00,1,2020-12-18 21:02:22.541000+00:00,"Goodevening,I'm sorry to hear the delivery went wrong. It is very smart that you ordered the leggings in time. Now we had enough time to correct the mistake so your wife will  get the right leggings at Christmas day! We wish you both a happy Christmas, and If you have any other questions, feel free to contact us!Sincerely,Webcareteam Wehkamp",wehkamp.nl
9,Shridhar,3,NL,1,Horrible website horrible response worst and shocked,"Ordered 4 items, selected pay after delivery. Waiting...no parcel yet. Called wehkamp,they asked me to pay before and make a new order for the same. 
Paid the money. Again waiting... no parcel !  
Delivery interrupted, none of their employees know the reason. no supervisor help nor guarantee for anything asked them to cancel the order even for that they said they will make a note but again no response . waste of time and money . no information .",2020-12-07 10:57:56+00:00,1,2020-12-07 17:05:45.156000+00:00,"We are sorry that you are having problems receiving your order. Could you contact us by email?  You can send an email to socialmedia@wehkamp.nl , including your date of birth and your client number.  Then we can help you solve this problem. Sorry for the inconvenience.Greetings Wehkamp´s WebcareTeam",wehkamp.nl
10,Leandro Caffé,1,NL,1,I payed but my order disappeared!,"I placed an order, payed via credit card, and then my order disappeared! Where is my order? Where is my money?? After paying I got this weird message on the website and then I have never heard from Wehkamp anymore. Customer Service is also a joke, I wasn't able to contact them via app. The website message was: ""Are there any items in your basket that you have just ordered? We need a little longer to process your order. You will receive a confirmation by e-mail as soon as possible."" but I got nothing.",2020-11-23 18:14:16+00:00,1,2020-11-23 19:54:42.868000+00:00,"Good evening,I am sorry your order didn't went through.Would you please send your customer number, date of birth and a link to this complaint to socialmedia@wehkamp.nl?Than I will check this for you.Kind regards,Webcareteam Wehkamp",wehkamp.nl
11,Tomasz,15,PL,1,Allways problem Wehkamp!!!!!,"Payment after the service is done, first accept the courier picks up the package then rejected.  How the hell is that ?!  No good company",2020-11-23 05:43:29+00:00,1,2020-11-23 07:08:12.978000+00:00,"Good morning,Would you please send your customer number, date of birth and a link to this complaint to socialmedia@wehkamp.nl?Than I will check this for you.Kind regards,Webcareteam Wehkamp",wehkamp.nl
12,Ioanna Panagiotopoulou,3,NL,1,absolute horrible customer service time…,absolute horrible customer service time after time i will never order again and bad quality of things,2020-10-31 11:53:49+00:00,1,2020-10-31 19:23:37.533000+00:00,"Good evening,I'm sorry to hear you aren't satisfied with out customer service. Please give us further details through mail. You can send your mail to socialmedia@wehkamp.nl with a copy of the link to this complaint. Kind regards,Webcareteam Wehkamp",wehkamp.nl
13,Mohamed Ibrahim,1,EG,1,The worst customer service ever trying…,The worst customer service ever trying to do order like a week ago for the new iPhone and it got canceled then I tried to do a new one and paid with giftcards and it got canceled again then I tried a third one and again it got canceled and everytime they are taking like 4 days to return my giftcard balance and their support is really bad nobody know the reason I tried to contact using mail phone and live chat but all say the same we are waiting for the other department to reply so I need to wait 10 days for a reply ... is going on I want a solution please for this drama as soon as possible,2020-10-29 12:04:20+00:00,1,2020-10-29 16:03:01.600000+00:00,"Good afternoon.That's a bummer that all orders were cancelled. To help you further I need your e-mailaddress + date of birth. And also the link from this site of your complaint. Could you send it to socialmedia@wehkamp.nl. Thank you in advance.With kind regards,Webcareteam wehkamp",wehkamp.nl
14,Gabriela Day Santos de Faria,3,NL,1,Terrible customer service,I am chocked to experience such terrible customer service in these days! This company is definitely not interested in having happy customers. This was the last time I ordered something here.,2020-09-30 08:33:32+00:00,1,2020-09-30 12:46:07.335000+00:00,"Good afternoon, Unfortunate to hear that the communication has not gone as desired. Would you like to send an email to socialmedia@wehkamp.nl with your customer number, date of birth and a link to this complaint? We then will process the complaint as soon as possible.Kind regards,Webcare team wehkamp",wehkamp.nl
15,Rosa Mauleón,2,NL,1,TERRIBLE CUSTOMER SERVICE AND EXPERIENCE,"Do not buy if you expect to get something on a certain date. Also, don't trust what their customer service says, it might not be true :D 

My sofa was set to be delivered tomorrow, and even after lots of interactions with the customer service people, all of them confirming it will be delivered Wednesday... it won't and I had to find out myself. Now they say there's nothing the can do.

This is very bad because:

-Customer service confirmed with me over the phone my delivery address was changed... AND IT WASN'T

-Customer service confirmed me via phone and Facebook my order will come on Wednesday... and it won't (with all the hassle included, because in this case, I needed an extra company to lift my sofa)


If I wouldn't check myself today, my 700 euro sofa would have been delivered at a random address and time even though they confirmed something else...

Honestly, never again.",2020-08-18 10:15:42+00:00,1,2020-08-19 18:14:14.611000+00:00,"Hello M, We are sorry to hear that your calls and information did not help to confirm the order because of your lift, needed at the delivery, as we told and confirmed you. Will you please sent your e-mailaddress and your date of birth and a short description or link of the complaint to socialmedia@wehkamp.nl? That way we are able to help you. Thank you for your the effort.With kind regards,Webcareteam Wehkamp",wehkamp.nl
16,Alfonso Manzanera,1,NL,1,They don't deserve even a star.,"They don't deserve even a star.

First I ordered a bank for outside (Friesenbench Grey) , which came already with the painting f*cked up. And later on mounting it was really bad, because it didn't fit due to some mistakes in the construction and holes drilled.

Secondly today a hoekbank came, totally wrong because the corner should have been left and not in the right, that was even indicated in the email. Furthermore the bottom part was broken where it sits in the floor.

Never order here. Biggest mistake ever.",2020-08-14 14:12:51+00:00,1,2020-08-15 08:00:37.156000+00:00,"Good morning, I can imagine that you are not happy how the 1st and 2nd garden bench was delivered to you. We would like to process your complaint.Do you want your customer number or e-mail address and date of birth+ email a short description or link of the complaint to socialmedia@wehkamp.nl so that we can help you further?With kind regards,Webcareteam Wehkamp",wehkamp.nl
17,private,1,NL,1,Horrible service,"Horrible service. I ordered a new bed 5 weeks ago (it would be delivered in 3 weeks, didnt happen) Ok, dont worry about it, i thought. 

Today it was supposed to be delivered between 4.45-6.45. I took apart my current bed to make room, of course. The whole day; nothing heard, neither from Wehkamp or the delivery service. Then, at 4.00 clock, i received an update; we cannot bring your order because of a sorting error. 

I called the customer service of wehkamp three times, gosh what unkind people on the phone. Not helpful in looking for a solution and said very simple; we can't do anything for you. 

One thing is clear; I will never order from Wehkamp again. In order to help you, I advise you not to do this either haha.",2020-08-13 14:54:59+00:00,1,2020-08-13 18:25:55.479000+00:00,"Good evening,How annoying that your bed was not delivered and were not given a friendly response. This is not the intention of our customer service.I would like to help you find a solution to your complaint. Please email your customer number or e-mail address, date of birth + short description of your complaint to social media @ wehkamp, ​​nlKind regards,Webcareteam Wehkamp",wehkamp.nl
18,Vera,1,NL,1,Missing item,"I've ordered 3 items but 1 item is missing. It's strange tho since those 3 item are in 1 order number. Furthermore, I should get it yesterday (got it one day later but 1 item missing) but DHL said that I'm not at home although I was at home all day waiting for it. Could you help me for that 1 missing item?

Update: problem solved, already received it! Thank you!",2020-07-14 16:29:44+00:00,1,2020-07-14 19:33:17.825000+00:00,"Good evening,We are sorry to hear one of your ordered items is missing, we would like to look further into this for you. If you could please email us your account information, along with the article number of the missing item. Our email address is socialmedia@wehkamp.nl. If you would like us to order the item again for you, please also include when you would ik delivered.Thank you in advance, and we look forward to your email.Sincerely,Webcareteam Wehkamp",wehkamp.nl
19,Jolanta,3,NL,1,No customer support approach,"I've ordered a bed via Wehjamp. On the website it said it will be delivered to the room. Only on the step of the payment, the pop-up showed up that due to corona the bed will be delivered to the frond door only. I've made the arrangements to have people bringing it up but on the delivery day, I got a message I was not at home (which I was) and therefore I need to book a new appointment (and therefore new arrangements for the pick up and assembling). I've called customer support right after I got the message, but they were not able to help (call the delivery service or something) to get the bed back, though it was within 10 minutes max, and it took me another 30 minutes to explain the situation and get to some kind of solution, which did not include at all any compensation for the extra costs or inconvenience. I would not recommend using this service and I would definitely not purchase from them again.",2020-07-03 10:33:14+00:00,1,2020-07-03 12:33:19.288000+00:00,"I am sorry you for all your efforts to receive your new bed, we  would like to get in touch with you. Will you please be so kind to send us the following information:-clientnumber-date of birth-link to this complaintto socialmedia@wehkamp.nlThank you in advance.Webcareteam Wehkamp",wehkamp.nl
20,Emma,1,NL,1,I bought a couch from wehkamp which…,"I bought a couch from wehkamp which broke down within three months. The process to get it repaired takes 4 weeks during which I can’t use my couch it’s just sitting in my livingroom upside down out of use. I was on the phone with customer service for 45min because the person on the line couldn’t speak English. They refused to give the money back or replace it. Once someone came to finally fix the couch it broke down straight afterwards in the same way. I called wehkamp, another 45min call, and they told me it would take a minimum 15 days for anyone to come see it and that even though this was the second time breaking down, they would not necessarily change it for a new one or give the money back. Really dissapointed I’m wehkamp and their way of handling this.",2020-06-30 12:35:35+00:00,1,2020-06-30 13:16:33.440000+00:00,"Good afternoon,We will handle your complaint.We kindly ask you to email your customer number + date of birth and a link to this message to socialmedia@wehkamp.nl. This way we have the opportunity to process this.Sincerely,Webcareteam wehkamp",wehkamp.nl
21,Előd Pintér,1,NL,1,I just found this page and ordered 5…,"I just found this page and ordered 5 shirt and a short.
This was my first order from wehkamp.
The delivery was super quick but I missed one shirt from my package.
I sent an email tried to call them wrote on fb messenger ,no response still waiting my shirt/money.....
(first order)",2020-05-09 17:26:31+00:00,1,2020-05-09 18:24:55.904000+00:00,"Good afternoon,I am very sorry to hear that one item missed. If you could send us an e-mail with the complaint, your clientnumber and date of birth, I can take a look into this. Please send the e-mail to socialmedia@wehkamp.nlKind regards,Webcareteam wehkamp",wehkamp.nl
22,Bkade,8,NL,1,They lost an oven. Like how?,"Ordered an oven a couple of days ago and it was supposed to arrive within 2 days but the delivery got delayed because the package was lost. AN OVEN. Like how do you lose an oven? Worst part is the system in which lost packages are returned to Wehkamp after a delay of another week and they are are added to the online stock. In my case, this was the last oven of the kind, so if I don't reorder in time, someone else will poach it. I've seen more complaints about lost packages on this website, so Wehkamp please fix it!

Thumbs up for the customer service by the way, the nice lady did everything to help!",2020-04-16 11:21:54+00:00,1,2020-04-16 13:08:04.857000+00:00,"Good afternoon, Sorry to read that the ordered package wasn't delivered to you. We would like to help you further, so that we can check what we can do for you. Would you please send us an email with your details to: socialmedia@wehkamp.nlWe apologize for the inconvenience!Kind regards,Webcareteam Wehkamp",wehkamp.nl
23,Giulio Giuffrida,3,LU,5,cheap and fast,cheap and fast,2020-03-31 17:21:47+00:00,1,2020-04-01 07:35:44.153000+00:00,"Goodmorning, Thank you for the 5 star rating, Giulio! It's much appreciated!",wehkamp.nl
24,Giovanna Di Giacomo,1,NL,1,Never buy from them!!!,"I ordered a very nice rug from Wehkamp. However, once it arrived i noticed that they delivered the wrong one. Terrible, but it can happen. After contacting them to request an  exchange for the correct one, first of all they say they cant exchange it because its sold out (yes i know i bought the last one!!!). Ok, then i schedule a day for them to pick the wrong one up and then i could get a refund. But guess what... nobody showed up to pick it up! Then i got an email that they would come another day. But guess what... nobody came again! I Just called wehkamp again and they said that in their system it says it was already returned and that it had a defect. Wehkamp your whole system is the one who has a defect! Now i reschedule it again and hope that it will work out. So i finally dont need to have anything to do with this antiprofessional  anymore.",2020-02-11 16:38:32+00:00,1,2020-02-11 19:17:06.316000+00:00,"Good evening,What a pity to hear that the delivery went wrong. I would like to ask you to send an email with a copy of your complaint to socialmedia@wehkamp.nl. If you also want to add your customer data in this e-mail, we will take it further there. Thanks in advance!Kind regards,Webcareteam Wehkamp",wehkamp.nl
25,Adrian Rajchel,1,NL,5,www website is a clear,"www website is a clear, everything easy to find, delivery coming next day. Perfect",2020-01-23 19:37:48+00:00,1,2020-01-23 20:31:04.694000+00:00,"Good evening,Thanks for the good review! Nice to hear that you are satisfied with wehkamp.Kind regards,Webcareteam Wehkamp",wehkamp.nl
26,Vera S,1,NL,1,Worste customer service experience,"Ordering two relatively high value products during Black Friday, none of them arrived ever! I didnt receive any communication (so I didnt have the chance to choose at least an alternative seller on time). When I contacted customer service, I was surprised to see that not only they were not able to give me a reason that my order will not arrive, but they also didnt initiate immedialtely my refund, as the products had to be found first! My refund was completed a month later in two parts, although none of my actions were related to this problem. On the top of this inconvenience, as an English speaker, my communication to customer service has been in English, however their replies have been in Dutch, which I find particularly rude. Last, their customer service chat app, that I had to download, was not working properly within their communicated working hours, which also created unnecessary inconvenience to me. Almost 2 months later I have not yet received any reply whatsoever regarding my request for any kind of compensation.
Overall, as a frequent online buyer this has been the most unacceptable customer experience I ever had worldwide.",2020-01-09 22:32:02+00:00,1,2020-01-10 19:12:38.559000+00:00,"good evening,I would like to handle this case. We need some information from you. Would you like to email your clientnumber + date of birth and the link of this message to socialmedia@wehkamp.nl. After this we have the option to handle the case.your sincerely,Webcareteam wehkamp",wehkamp.nl
27,Wilhemina Geelen,3,NL,1,Crap delivery service,"Will never use Wehkamp again. They only send via DHL and DHL always passes my place and stating on the track & trace that I am not home, whilst I am always home! Or DHL states delivered but I never receives it. 
Wehkamp is no help. They state DHL has delivered as that is what the T & T says. 
Therefore I will not use Wehkamp ever again as their service is as crap as their courier DHL.",2019-12-26 10:31:05+00:00,1,2019-12-27 15:52:20.741000+00:00,"Good afternoon,I would like to look in further for you.  I kindly ask you to mail your customer number + date of birth to socialmedia@wehkamp.nl.Sincerely,Webcareteam wehkamp",wehkamp.nl
28,Shamee,1,NL,1,Missing €999 laptop signed for yet never delivered to collection point,"Not helpful at all!
My partner is deeply frustrated at being charged €999 for a laptop that was never delivered to the DHL collection point  almost a month ago. After going several times the personnel at the collection point confirmed they never signed for it and checked their storage. It is believed the DHL personnel signed for it but now it is missing. After several calls to speak to a manager the customer service at Wehkamp is not helpful. Needed to fill a form out and apparently only then an investigation will start we were informed today! Under impression investigation / research had already started a month ago. Was also informed earlier no need to fill in a form. Please be weary about arranging for items to be collected at a collection point with Wehkamp. Is there someone senior from Wehkamp who can help with this?",2019-12-18 13:08:19+00:00,1,2019-12-18 15:52:00.117000+00:00,"Good evening,We are sorry to hear your package was never delivered. It is correct that a form will need to filled out, in order for the investigation to be fully executed, our apologies that this was not clearly explained to you.Should you have already sent the filled in form, we can check for you if it has arrived, and perhaps give you  more informatin on the running investigation.Could you mail us the account information, along with a copy of this complaint? You may mail this to socialmedia@wehkamp.nl.Sincerely,Webcareteam Wehkamp",wehkamp.nl
29,Marian,5,NL,1,I thought I was a loyal customer...,"So I have been a customer now 7 years of Wehkamp and I have no open invoices. Always paid them full. I have been using the service ‘ achteraf betalen (like after pay)’ since I got to know of it. I thought it was brilliant! Because this service made me go on like a shopping spree whenever I felt like it, or needed something last minute. But just like ‘normal shopping’, the clothes don’t always fit like you hoped/imagine it would. So I also make use of the return service but always kept something and paid for it. Like I said no open invoices. Little did I know that the combination of ‘achteraf betalen’ and so many returns would lead to me now not having the option ‘achteraf betalen’ anymore. Don’t get me wrong, I understand that there are processes to maintain. But the fact that I didn’t get an email or message upfront about this, where as in the conditions it says I would, I find this very bad customer service. And also while I wanted to place my order and at the step of choosing ‘my’ payment option it said ‘Iets is mis gegaan met jouw betaling..probeer het opnieuw’. So I kept trying 2 days in a row. So decided to call customer service. The ladies were polite, but they couldn’t help me. They could just explain me the why and pass on my feedback. I mean come on Wehkamp ..at least send me a personal message why I cannot longer make use if the service....

Update 10-12-2020
So it has been a while..I followed the instructions from the comment....still no response...not even a confirmation of having received my complaint. But anyways...I havent been shopping at Wehkamp as I use to anymore...",2019-12-10 20:27:50+00:00,1,2019-12-11 07:59:54.406000+00:00,"Dear Marian,Thank you for your update.Unfortunately it is quite busy but we try our best to answer all emails as fast as possible. Of course you should have received an email with instructions or any information about the returns. So I would love to see what went wrong. Maybe you can try to use our chat service on our website. We can also be reached via Facebook and Twitter. Of course you can also call us again at our number via 038- 845 45 45. These channels will be better if you want to receive a quick answer. I would love to hear from you.With best regards,Webcareteam Wehkamp",wehkamp.nl
30,Sylver May,1,NL,1,So apparently it's MY task to figure out what went wrong,"I ordered a pair of shoes on 29-11-19, and they were said to arrive on the 30th - Not only did they not come in, my package went 'missing' (it is said to still be in the shipping station) in shipment. I then proceeded to contact both the shipping company (DHL) and wehkamp multiple times, and every time I kept hearing excuse after excuse - After 6 days, so today, I had to call in again to check on my shipment, they decided to tell me 'oh, they are not available at this time, sorry!'. There was no sincerity in their apology, no truth to their word, just a quick 'good luck with that!'. They said that they will look into what went wrong, but I will not be getting my money back until then, and I have very little faith that they'll actually check what happened - I'll probably just be another file on the shelf. 

I'm appaled by their horrid customer service, I'm annoyed that I had to call in after they made a mistake instead of them trying to solve it, and the fact that they didn't make an effort to inform me so I could order them on time somewhere else is just terribly saddening and I do not plan on ordering from them again.",2019-12-05 13:15:19+00:00,1,2019-12-06 07:17:23.873000+00:00,"Goodmorning,I am sorry for all the inconveniences. Please, write us an e-mail with your complaint and your client information. You can send it to socialmedia@wehkamp.nl. Kind regerds,Webcareteam Wehkamp",wehkamp.nl
31,Ursula Bugmann,1,NL,1,I just called to your customer service…,"I just called to your customer service and was ""helped"" by a very impolite lady who yelled at me and did not even try to listen to my concern. The call was at 16:52 and was 15 minutes and 57 seconds long. If calls are recorded, please check it.

For the second time I got the pick up appointment cancelled by no reason. The carrier claimed that I did not open the door, but I have been home the whole day to make sure I do not miss it and the bell has not been rung. Not even once. I live in a studio apartment so it is quite impossible to miss such a loud bell in such a small place.

Now I have a new appointment for tomorrow. Do I need to hope on not getting it cancelled for the 3rd time or will the carrier actually ring my bell and pick up the item??
Now I really, really want to return it and will never buy at this website again.",2019-11-05 17:30:21+00:00,1,2019-11-06 14:02:17.565000+00:00,"Good afternoon,Our apologies for this bad experience with our customer service. We would like to help you further with your complaint. Can you e-mail your customer number + date of birth to socialmedia@wehkamp.nl?Than we will be able to help you further.Thank you in advance.Kind regards from,Webcareteam Wehkamp",wehkamp.nl
32,Jesse,1,FR,4,Only ordered once and it was fine,Only ordered once and it was fine,2019-10-05 14:03:57+00:00,1,2019-10-05 21:36:31.672000+00:00,"Goodevening,We are very pleased to hear that you are happy with our services. We will try our best to keep up the good work.Best regardsWebcareteam Wehkamp",wehkamp.nl
